x1_phys,x2_phys,x3_phys,x4_phys,sigma_0,sigma_1,sigma_2,sigma_3
0.5868749,3358.6655,2.164506,1.6453304,0.19202031,0.101885974,0.058247086,0.05255182
0.6578485,2104.9512,1.0842423,1.1285945,0.08739868,0.13481122,0.091546305,0.097509354
0.68852407,1910.5697,4.1751,1.2171853,0.092716455,0.15246066,0.07415578,0.06924474
0.60856277,3406.5984,0.36000586,2.1726434,0.098083735,0.17412175,0.06844761,0.055402067
0.6066019,4584.3735,0.55863136,4.6940417,0.13075654,0.15340886,0.09504056,0.06293085
0.6203126,5080.1553,1.2664902,7.460001,0.16678186,0.12812884,0.09756328,0.06137913
0.6431528,3248.7646,2.923408,3.2344518,0.08513676,0.114888154,0.090558335,0.058225773
0.665399,3545.1816,1.9900372,6.304733,0.112541124,0.1552624,0.1016615,0.054954045
0.64302385,4117.883,1.6770451,6.7813325,0.12092234,0.07000537,0.07299727,0.08084195
0.61369556,4446.7695,4.682886,4.9408493,0.12772033,0.10657484,0.06951451,0.05067299
0.6540748,4160.4585,0.8599152,7.9741364,0.20796825,0.12675983,0.05525559,0.07012688
0.65590245,4250.56,2.4690518,8.449156,0.06744653,0.1079681,0.10351448,0.060582
0.6611281,4077.9856,0.49220473,8.31097,0.23639388,0.10619656,0.06217859,0.088660315
0.646956,4582.1626,0.47044897,9.24276,0.22586536,0.101234,0.05495276,0.08269853
0.6444098,4714.0737,0.5280505,9.277654,0.13163804,0.113671854,0.051893864,0.07819783
0.63974386,4543.628,0.58968645,7.5803866,0.12812233,0.10205784,0.060887113,0.072573796
0.6280186,5567.0967,1.0411564,10.551911,0.119082786,0.0963039,0.052938312,0.064093724
0.6206667,5393.1045,1.524567,8.758571,0.09590981,0.0813254,0.058768593,0.048775002
0.68977654,3313.95,1.7909147,7.5799384,0.120847546,0.12655707,0.13069521,0.09587993
0.6029539,5761.535,0.7366047,8.141965,0.09420046,0.14192444,0.13497828,0.07869357
0.6325987,5289.699,0.5090786,9.995545,0.09734109,0.15078583,0.11645838,0.06058687
0.6452789,5132.9575,1.3006804,11.183548,0.088460006,0.17481525,0.08530251,0.08210309
0.6560252,4075.4976,0.37590283,7.7727695,0.104124576,0.104203135,0.04906191,0.07706184
0.66013676,4538.242,0.3301743,10.272228,0.10662577,0.15884586,0.051169366,0.10848656
0.6263709,5629.414,1.4255618,10.711073,0.15744936,0.09086561,0.0984112,0.081172615
0.6833981,3427.2256,1.4345028,7.534819,0.1242691,0.10382654,0.058177665,0.08342422
0.6175705,5578.0767,2.113286,9.518572,0.120661646,0.075019546,0.07599785,0.1091629
0.61323816,5536.6104,2.525666,8.584497,0.13241014,0.07873217,0.099395916,0.08581458
0.6792494,3360.2024,0.6830909,6.715642,0.09615244,0.19882351,0.058508277,0.05263649
0.61221254,3505.4333,0.21340139,2.5380993,0.12135982,0.21439326,0.08054174,0.054548882
0.66862583,3649.8823,0.91350514,7.014552,0.09847354,0.095399484,0.063827194,0.13169694
0.6539172,3363.0923,2.0985372,4.855254,0.1603107,0.122612916,0.09893832,0.098351836
0.6440615,4163.195,1.9268591,7.033998,0.09191802,0.10717254,0.10699569,0.05558628
0.6675806,2842.528,2.9970374,3.1153982,0.11093672,0.06796602,0.09429758,0.07160745
0.65139776,2992.9238,0.027455285,2.807731,0.14818202,0.14166762,0.064740315,0.058432914
0.67239755,2762.8438,0.06226029,3.0467699,0.21169001,0.20047651,0.06586371,0.05792108
0.6754633,2770.4287,0.07414664,2.969577,0.2198196,0.18111286,0.073328175,0.05992406
0.6851371,3046.9575,0.29097918,5.5789027,0.13433862,0.20045109,0.08551235,0.07479179
0.61049414,3965.8894,3.0596256,3.5568683,0.09247659,0.07837716,0.10143915,0.05695246
0.7068036,2504.8162,0.78648055,4.3908725,0.13856259,0.11399618,0.19394906,0.08310157
0.64978963,2613.1287,1.9091562,1.8629775,0.14867127,0.1246014,0.100600585,0.066343926
0.59420985,2532.9805,1.8221812,0.9303643,0.08214252,0.08461185,0.11286823,0.06839477
0.68883014,3580.5276,1.7590691,9.492664,0.16360866,0.1384784,0.06324834,0.06085613
0.6546548,4299.2515,2.1763356,9.127208,0.10516899,0.075908646,0.1403341,0.064358935
0.64260465,4559.484,1.6686839,8.580644,0.118300736,0.12204739,0.059929386,0.08970371
0.6063834,4555.5347,1.7755708,4.75056,0.12019092,0.12301049,0.07919231,0.06745113
0.594714,4708.146,1.814302,3.934219,0.131131,0.1296076,0.07931869,0.06515027
0.57753944,4785.825,1.7534195,3.272602,0.12901424,0.12675777,0.079265796,0.06625519
0.684218,3791.2307,0.96667296,10.254729,0.16205133,0.0843683,0.058860216,0.08613825
0.54774255,4128.927,3.1249096,1.7443507,0.111781195,0.11666689,0.10172141,0.0690012
0.5476509,4157.5225,3.1455457,1.6495467,0.11192349,0.11616914,0.101680994,0.068863705
0.7396305,1648.409,1.0647137,1.8237973,0.1074536,0.11004475,0.05768684,0.06059243
0.7257205,2043.9966,1.8244138,2.6847172,0.18551186,0.07840793,0.13057218,0.065183304
0.7007034,2390.0654,0.5982396,2.981009,0.15503404,0.1089519,0.073094435,0.16959621
0.6964414,3116.2522,0.3388123,6.7854376,0.13369076,0.13379723,0.07269377,0.11455222
0.69624376,3082.6052,0.28162697,6.822435,0.15994957,0.15533304,0.06780346,0.122074835
0.6822343,3267.0388,4.3227463,6.8868823,0.1127469,0.072177865,0.08374502,0.045701005
0.68728113,3282.187,4.542284,7.0726166,0.11186256,0.07215376,0.08380069,0.044764787
0.6226627,3557.914,2.5365887,3.067191,0.12537278,0.13000715,0.0716734,0.0528819
0.54715353,3097.3271,2.3427842,0.830228,0.16253343,0.10651286,0.07533428,0.0644295
0.66900533,4022.625,0.24898036,8.7061825,0.18828255,0.13838498,0.07516612,0.069516435
0.63942486,4393.7534,2.4479246,7.739085,0.124580555,0.07490155,0.08631578,0.064793415
0.6888238,3298.7947,0.47325084,6.840909,0.12742493,0.15485045,0.07738183,0.07788791
0.66501087,3620.4475,0.8940443,6.6922264,0.08764624,0.11858985,0.102815524,0.049451295
0.66263545,3313.929,0.7416126,4.8418274,0.0864586,0.122948796,0.0913182,0.0517822
0.6642232,2813.5703,1.475851,2.9964573,0.095541246,0.109579876,0.07161464,0.056612644
0.6778484,2460.2852,3.3605669,2.4290628,0.094558805,0.118541144,0.071093895,0.03567783
0.6832056,2269.7305,2.3717175,1.8623768,0.117885694,0.13890588,0.08105421,0.082539134
0.6149677,5820.051,1.505673,9.890156,0.10410388,0.09192792,0.07884785,0.06317791
0.6155952,5596.229,1.5651329,8.858979,0.103794605,0.096707754,0.0798371,0.05990063
0.60169286,5808.978,2.0553548,8.400389,0.11387221,0.10484746,0.061566614,0.06499587
0.6374003,4263.35,4.0679183,7.0181217,0.118367545,0.088399075,0.08037341,0.07095903
0.68029106,3266.753,0.4957988,5.7212715,0.14461304,0.10824677,0.06780922,0.06001954
0.6170804,5534.5,0.25812975,9.014158,0.096641645,0.09845553,0.091236524,0.08572683
0.66842794,2751.0923,5.161355,2.7005386,0.1079454,0.09036821,0.10378909,0.0585979
0.65773606,2497.32,3.9058938,1.6659842,0.12539637,0.10351673,0.10848183,0.06192763
0.6950909,2782.9966,0.8177781,5.2991834,0.14177783,0.07882811,0.10696345,0.11004572
0.6235048,4488.83,4.0562406,6.110441,0.08252141,0.10363304,0.07158246,0.07156292
0.65853727,4123.2925,0.56529063,8.288173,0.14810671,0.11647379,0.09384236,0.06695914
0.60655516,5067.267,0.8351517,6.21647,0.16510034,0.06954223,0.08634308,0.08932557
0.6250417,4427.7905,1.8476987,5.9107647,0.16048473,0.10948177,0.100177824,0.08414891
0.5431362,4106.7817,1.0100728,1.6004941,0.18054521,0.08223209,0.09647803,0.084544756
